"Species","Year","Plot","Subplot","Treat.Code","germ.tot","germ.proj","tot.mort","viable","p.mort","PC.G","PC.F","PC.s13","p.germ","obs"
"Clarkia purpurea","2016",49,"No Grass","W",25,20,1,96,0.05,0.563663236086071,0.605290877224273,1.08410568900997,0.260416666666667,165
"Clarkia purpurea","2016",19,"No Grass","W",68,29,6,96,0.206896551724138,0.563663236086071,0.605290877224273,1.08410568900997,0.708333333333333,166
"Clarkia purpurea","2017",82,"No Grass","C",14,15,14,96,0.933333333333333,0.563663236086071,0.605290877224273,1.08410568900997,0.145833333333333,167
"Clarkia purpurea","2017",59,"No Grass","W",7,10,6,96,0.6,0.563663236086071,0.605290877224273,1.08410568900997,0.0729166666666667,168
"Clarkia purpurea","2017",96,"Grass","C",7,11,10,96,0.909090909090909,0.563663236086071,0.605290877224273,1.08410568900997,0.0729166666666667,169
"Clarkia purpurea","2016",30,"No Grass","C",16,16,0,96,0,0.563663236086071,0.605290877224273,1.08410568900997,0.166666666666667,170
"Clarkia purpurea","2017",15,"No Grass","W",33,16,2,96,0.125,0.563663236086071,0.605290877224273,1.08410568900997,0.34375,171
"Clarkia purpurea","2017",96,"No Grass","C",21,15,14,96,0.933333333333333,0.563663236086071,0.605290877224273,1.08410568900997,0.21875,172
"Clarkia purpurea","2016",93,"Grass","D",33,26,21,96,0.807692307692308,0.563663236086071,0.605290877224273,1.08410568900997,0.34375,173
"Clarkia purpurea","2016",15,"Grass","W",13,13,6,96,0.461538461538462,0.563663236086071,0.605290877224273,1.08410568900997,0.135416666666667,174
"Clarkia purpurea","2017",19,"Grass","W",17,17,10,96,0.588235294117647,0.563663236086071,0.605290877224273,1.08410568900997,0.177083333333333,175
"Clarkia purpurea","2017",56,"Grass","C",9,11,6,96,0.545454545454545,0.563663236086071,0.605290877224273,1.08410568900997,0.09375,176
"Clarkia purpurea","2017",17,"Grass","W",8,8,8,96,1,0.563663236086071,0.605290877224273,1.08410568900997,0.0833333333333333,177
"Clarkia purpurea","2016",82,"Grass","C",57,25,10,96,0.4,0.563663236086071,0.605290877224273,1.08410568900997,0.59375,178
"Clarkia purpurea","2016",98,"No Grass","C",26,23,11,96,0.478260869565217,0.563663236086071,0.605290877224273,1.08410568900997,0.270833333333333,179
"Clarkia purpurea","2017",17,"No Grass","W",11,14,9,96,0.642857142857143,0.563663236086071,0.605290877224273,1.08410568900997,0.114583333333333,180
"Clarkia purpurea","2016",5,"No Grass","W",41,28,6,96,0.214285714285714,0.563663236086071,0.605290877224273,1.08410568900997,0.427083333333333,181
"Clarkia purpurea","2017",49,"Grass","W",16,15,5,96,0.333333333333333,0.563663236086071,0.605290877224273,1.08410568900997,0.166666666666667,182
"Clarkia purpurea","2016",29,"Grass","W",19,19,4,96,0.210526315789474,0.563663236086071,0.605290877224273,1.08410568900997,0.197916666666667,183
"Clarkia purpurea","2016",89,"Grass","D",65,26,19,96,0.730769230769231,0.563663236086071,0.605290877224273,1.08410568900997,0.677083333333333,184
"Clarkia purpurea","2017",86,"Grass","C",18,15,10,96,0.666666666666667,0.563663236086071,0.605290877224273,1.08410568900997,0.1875,185
"Clarkia purpurea","2016",29,"No Grass","W",26,22,5,96,0.227272727272727,0.563663236086071,0.605290877224273,1.08410568900997,0.270833333333333,186
"Clarkia purpurea","2017",49,"No Grass","W",29,17,2,96,0.117647058823529,0.563663236086071,0.605290877224273,1.08410568900997,0.302083333333333,187
"Clarkia purpurea","2017",59,"Grass","W",7,9,8,96,0.888888888888889,0.563663236086071,0.605290877224273,1.08410568900997,0.0729166666666667,188
"Clarkia purpurea","2016",99,"No Grass","D",37,26,7,96,0.269230769230769,0.563663236086071,0.605290877224273,1.08410568900997,0.385416666666667,189
"Clarkia purpurea","2016",49,"Grass","W",21,21,9,96,0.428571428571429,0.563663236086071,0.605290877224273,1.08410568900997,0.21875,190
"Clarkia purpurea","2016",23,"No Grass","W",50,26,3,96,0.115384615384615,0.563663236086071,0.605290877224273,1.08410568900997,0.520833333333333,191
"Clarkia purpurea","2017",5,"Grass","W",11,12,8,96,0.666666666666667,0.563663236086071,0.605290877224273,1.08410568900997,0.114583333333333,192
"Clarkia purpurea","2017",50,"Grass","C",15,15,12,96,0.8,0.563663236086071,0.605290877224273,1.08410568900997,0.15625,193
"Clarkia purpurea","2016",30,"Grass","C",37,26,4,96,0.153846153846154,0.563663236086071,0.605290877224273,1.08410568900997,0.385416666666667,194
"Clarkia purpurea","2016",55,"Grass","W",23,21,9,96,0.428571428571429,0.563663236086071,0.605290877224273,1.08410568900997,0.239583333333333,195
"Clarkia purpurea","2017",30,"Grass","C",11,15,2,96,0.133333333333333,0.563663236086071,0.605290877224273,1.08410568900997,0.114583333333333,196
"Clarkia purpurea","2016",91,"No Grass","D",27,26,9,96,0.346153846153846,0.563663236086071,0.605290877224273,1.08410568900997,0.28125,197
"Clarkia purpurea","2017",37,"Grass","W",9,11,11,96,1,0.563663236086071,0.605290877224273,1.08410568900997,0.09375,198
"Clarkia purpurea","2017",50,"No Grass","C",28,15,9,96,0.6,0.563663236086071,0.605290877224273,1.08410568900997,0.291666666666667,199
"Clarkia purpurea","2016",82,"No Grass","C",39,24,13,96,0.541666666666667,0.563663236086071,0.605290877224273,1.08410568900997,0.40625,200
"Clarkia purpurea","2017",82,"Grass","C",26,15,12,96,0.8,0.563663236086071,0.605290877224273,1.08410568900997,0.270833333333333,201
"Clarkia purpurea","2016",59,"No Grass","W",34,24,3,96,0.125,0.563663236086071,0.605290877224273,1.08410568900997,0.354166666666667,202
"Clarkia purpurea","2017",29,"No Grass","W",10,14,6,96,0.428571428571429,0.563663236086071,0.605290877224273,1.08410568900997,0.104166666666667,203
"Clarkia purpurea","2016",37,"Grass","W",16,16,3,96,0.1875,0.563663236086071,0.605290877224273,1.08410568900997,0.166666666666667,204
"Clarkia purpurea","2017",55,"Grass","W",20,15,12,96,0.8,0.563663236086071,0.605290877224273,1.08410568900997,0.208333333333333,205
"Clarkia purpurea","2016",5,"Grass","W",36,24,9,96,0.375,0.563663236086071,0.605290877224273,1.08410568900997,0.375,206
"Clarkia purpurea","2016",37,"No Grass","W",18,18,6,96,0.333333333333333,0.563663236086071,0.605290877224273,1.08410568900997,0.1875,207
"Clarkia purpurea","2016",99,"Grass","D",33,26,20,96,0.769230769230769,0.563663236086071,0.605290877224273,1.08410568900997,0.34375,208
"Clarkia purpurea","2017",84,"Grass","C",15,14,11,96,0.785714285714286,0.563663236086071,0.605290877224273,1.08410568900997,0.15625,209
"Clarkia purpurea","2016",84,"Grass","C",23,22,15,96,0.681818181818182,0.563663236086071,0.605290877224273,1.08410568900997,0.239583333333333,210
"Clarkia purpurea","2016",95,"Grass","D",40,23,9,96,0.391304347826087,0.563663236086071,0.605290877224273,1.08410568900997,0.416666666666667,211
"Clarkia purpurea","2016",17,"Grass","W",65,29,11,96,0.379310344827586,0.563663236086071,0.605290877224273,1.08410568900997,0.677083333333333,212
"Clarkia purpurea","2016",55,"No Grass","W",21,21,5,96,0.238095238095238,0.563663236086071,0.605290877224273,1.08410568900997,0.21875,213
"Clarkia purpurea","2017",23,"Grass","W",17,15,11,96,0.733333333333333,0.563663236086071,0.605290877224273,1.08410568900997,0.177083333333333,214
"Clarkia purpurea","2016",50,"No Grass","C",26,21,4,96,0.19047619047619,0.563663236086071,0.605290877224273,1.08410568900997,0.270833333333333,215
"Clarkia purpurea","2017",37,"No Grass","W",10,16,8,96,0.5,0.563663236086071,0.605290877224273,1.08410568900997,0.104166666666667,216
"Clarkia purpurea","2016",97,"No Grass","D",35,24,19,96,0.791666666666667,0.563663236086071,0.605290877224273,1.08410568900997,0.364583333333333,217
"Clarkia purpurea","2017",23,"No Grass","W",33,15,2,96,0.133333333333333,0.563663236086071,0.605290877224273,1.08410568900997,0.34375,218
"Clarkia purpurea","2017",98,"Grass","C",10,10,10,96,1,0.563663236086071,0.605290877224273,1.08410568900997,0.104166666666667,219
"Clarkia purpurea","2017",84,"No Grass","C",17,15,8,96,0.533333333333333,0.563663236086071,0.605290877224273,1.08410568900997,0.177083333333333,220
"Clarkia purpurea","2017",56,"No Grass","C",18,15,8,96,0.533333333333333,0.563663236086071,0.605290877224273,1.08410568900997,0.1875,221
"Clarkia purpurea","2016",50,"Grass","C",26,22,12,96,0.545454545454545,0.563663236086071,0.605290877224273,1.08410568900997,0.270833333333333,222
"Clarkia purpurea","2017",98,"No Grass","C",11,10,10,96,1,0.563663236086071,0.605290877224273,1.08410568900997,0.114583333333333,223
"Clarkia purpurea","2017",92,"No Grass","C",25,23,21,96,0.91304347826087,0.563663236086071,0.605290877224273,1.08410568900997,0.260416666666667,224
"Clarkia purpurea","2016",59,"Grass","W",30,21,3,96,0.142857142857143,0.563663236086071,0.605290877224273,1.08410568900997,0.3125,225
"Clarkia purpurea","2016",96,"Grass","C",43,24,15,96,0.625,0.563663236086071,0.605290877224273,1.08410568900997,0.447916666666667,226
"Clarkia purpurea","2016",56,"No Grass","C",21,21,6,96,0.285714285714286,0.563663236086071,0.605290877224273,1.08410568900997,0.21875,227
"Clarkia purpurea","2017",29,"Grass","W",19,15,3,96,0.2,0.563663236086071,0.605290877224273,1.08410568900997,0.197916666666667,228
"Hemizonia congesta","2016",82,"No Grass","C",19,18,14,71,0.777777777777778,1.45479168058665,1.3751567558586,1.98798512973834,0.267605633802817,229
"Hemizonia congesta","2016",93,"Grass","D",33,27,11,71,0.407407407407407,1.45479168058665,1.3751567558586,1.98798512973834,0.464788732394366,230
"Hemizonia congesta","2016",84,"Grass","C",14,14,7,71,0.5,1.45479168058665,1.3751567558586,1.98798512973834,0.197183098591549,231
"Hemizonia congesta","2016",81,"No Grass","D",12,12,4,71,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.169014084507042,232
"Hemizonia congesta","2017",37,"No Grass","W",10,15,4,48,0.266666666666667,1.45479168058665,1.3751567558586,1.98798512973834,0.208333333333333,233
"Hemizonia congesta","2016",56,"No Grass","C",71,27,3,71,0.111111111111111,1.45479168058665,1.3751567558586,1.98798512973834,1,234
"Hemizonia congesta","2016",82,"Grass","C",24,24,15,71,0.625,1.45479168058665,1.3751567558586,1.98798512973834,0.338028169014085,235
"Hemizonia congesta","2016",15,"Grass","W",60,24,13,71,0.541666666666667,1.45479168058665,1.3751567558586,1.98798512973834,0.845070422535211,236
"Hemizonia congesta","2016",98,"Grass","C",60,28,12,71,0.428571428571429,1.45479168058665,1.3751567558586,1.98798512973834,0.845070422535211,237
"Hemizonia congesta","2016",91,"No Grass","D",61,37,15,71,0.405405405405405,1.45479168058665,1.3751567558586,1.98798512973834,0.859154929577465,238
"Hemizonia congesta","2016",96,"No Grass","C",50,24,3,71,0.125,1.45479168058665,1.3751567558586,1.98798512973834,0.704225352112676,239
"Hemizonia congesta","2016",50,"Grass","C",42,23,16,71,0.695652173913043,1.45479168058665,1.3751567558586,1.98798512973834,0.591549295774648,240
"Hemizonia congesta","2017",19,"Grass","W",14,15,13,48,0.866666666666667,1.45479168058665,1.3751567558586,1.98798512973834,0.291666666666667,241
"Hemizonia congesta","2017",59,"Grass","W",45,15,6,48,0.4,1.45479168058665,1.3751567558586,1.98798512973834,0.9375,242
"Hemizonia congesta","2017",84,"No Grass","C",28,15,4,48,0.266666666666667,1.45479168058665,1.3751567558586,1.98798512973834,0.583333333333333,243
"Hemizonia congesta","2016",99,"No Grass","D",16,16,5,71,0.3125,1.45479168058665,1.3751567558586,1.98798512973834,0.225352112676056,244
"Hemizonia congesta","2016",23,"No Grass","W",71,25,3,71,0.12,1.45479168058665,1.3751567558586,1.98798512973834,1,245
"Hemizonia congesta","2016",5,"Grass","W",43,26,12,71,0.461538461538462,1.45479168058665,1.3751567558586,1.98798512973834,0.605633802816901,246
"Hemizonia congesta","2016",18,"Grass","C",32,24,14,71,0.583333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.450704225352113,247
"Hemizonia congesta","2016",97,"No Grass","D",66,27,9,71,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.929577464788732,248
"Hemizonia congesta","2016",19,"No Grass","W",33,26,13,71,0.5,1.45479168058665,1.3751567558586,1.98798512973834,0.464788732394366,249
"Hemizonia congesta","2016",59,"Grass","W",71,25,4,71,0.16,1.45479168058665,1.3751567558586,1.98798512973834,1,250
"Hemizonia congesta","2017",30,"Grass","C",9,17,6,48,0.352941176470588,1.45479168058665,1.3751567558586,1.98798512973834,0.1875,251
"Hemizonia congesta","2017",15,"No Grass","W",15,15,3,48,0.2,1.45479168058665,1.3751567558586,1.98798512973834,0.3125,252
"Hemizonia congesta","2016",50,"No Grass","C",54,25,11,71,0.44,1.45479168058665,1.3751567558586,1.98798512973834,0.76056338028169,253
"Hemizonia congesta","2016",95,"No Grass","D",63,24,7,71,0.291666666666667,1.45479168058665,1.3751567558586,1.98798512973834,0.887323943661972,254
"Hemizonia congesta","2016",17,"No Grass","W",29,25,11,71,0.44,1.45479168058665,1.3751567558586,1.98798512973834,0.408450704225352,255
"Hemizonia congesta","2017",15,"Grass","W",10,16,6,48,0.375,1.45479168058665,1.3751567558586,1.98798512973834,0.208333333333333,256
"Hemizonia congesta","2017",19,"No Grass","W",24,15,1,48,0.0666666666666667,1.45479168058665,1.3751567558586,1.98798512973834,0.5,257
"Hemizonia congesta","2016",49,"No Grass","W",71,28,5,71,0.178571428571429,1.45479168058665,1.3751567558586,1.98798512973834,1,258
"Hemizonia congesta","2016",59,"No Grass","W",67,28,9,71,0.321428571428571,1.45479168058665,1.3751567558586,1.98798512973834,0.943661971830986,259
"Hemizonia congesta","2016",37,"No Grass","W",45,25,6,71,0.24,1.45479168058665,1.3751567558586,1.98798512973834,0.633802816901408,260
"Hemizonia congesta","2017",17,"No Grass","W",14,15,3,48,0.2,1.45479168058665,1.3751567558586,1.98798512973834,0.291666666666667,261
"Hemizonia congesta","2017",59,"No Grass","W",10,15,8,48,0.533333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.208333333333333,262
"Hemizonia congesta","2016",83,"No Grass","D",24,22,6,71,0.272727272727273,1.45479168058665,1.3751567558586,1.98798512973834,0.338028169014085,263
"Hemizonia congesta","2017",55,"No Grass","W",29,16,1,48,0.0625,1.45479168058665,1.3751567558586,1.98798512973834,0.604166666666667,264
"Hemizonia congesta","2016",81,"Grass","D",17,17,11,71,0.647058823529412,1.45479168058665,1.3751567558586,1.98798512973834,0.23943661971831,265
"Hemizonia congesta","2017",84,"Grass","C",10,13,4,48,0.307692307692308,1.45479168058665,1.3751567558586,1.98798512973834,0.208333333333333,266
"Hemizonia congesta","2017",18,"Grass","C",22,16,8,48,0.5,1.45479168058665,1.3751567558586,1.98798512973834,0.458333333333333,267
"Hemizonia congesta","2016",89,"No Grass","D",21,21,9,71,0.428571428571429,1.45479168058665,1.3751567558586,1.98798512973834,0.295774647887324,268
"Hemizonia congesta","2017",5,"Grass","W",32,15,3,48,0.2,1.45479168058665,1.3751567558586,1.98798512973834,0.666666666666667,269
"Hemizonia congesta","2016",84,"No Grass","C",17,17,4,71,0.235294117647059,1.45479168058665,1.3751567558586,1.98798512973834,0.23943661971831,270
"Hemizonia congesta","2017",55,"Grass","W",48,15,4,48,0.266666666666667,1.45479168058665,1.3751567558586,1.98798512973834,1,271
"Hemizonia congesta","2016",93,"No Grass","D",42,24,2,71,0.0833333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.591549295774648,272
"Hemizonia congesta","2016",15,"No Grass","W",22,21,6,71,0.285714285714286,1.45479168058665,1.3751567558586,1.98798512973834,0.309859154929577,273
"Hemizonia congesta","2016",55,"Grass","W",71,23,6,71,0.260869565217391,1.45479168058665,1.3751567558586,1.98798512973834,1,274
"Hemizonia congesta","2017",49,"Grass","W",28,15,0,48,0,1.45479168058665,1.3751567558586,1.98798512973834,0.583333333333333,275
"Hemizonia congesta","2016",95,"Grass","D",49,26,6,71,0.230769230769231,1.45479168058665,1.3751567558586,1.98798512973834,0.690140845070423,276
"Hemizonia congesta","2016",29,"Grass","W",27,22,11,71,0.5,1.45479168058665,1.3751567558586,1.98798512973834,0.380281690140845,277
"Hemizonia congesta","2017",5,"No Grass","W",8,15,10,48,0.666666666666667,1.45479168058665,1.3751567558586,1.98798512973834,0.166666666666667,278
"Hemizonia congesta","2016",89,"Grass","D",39,28,16,71,0.571428571428571,1.45479168058665,1.3751567558586,1.98798512973834,0.549295774647887,279
"Hemizonia congesta","2017",86,"Grass","C",16,15,5,48,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.333333333333333,280
"Hemizonia congesta","2016",30,"No Grass","C",19,18,7,71,0.388888888888889,1.45479168058665,1.3751567558586,1.98798512973834,0.267605633802817,281
"Hemizonia congesta","2017",29,"No Grass","W",15,15,5,48,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.3125,282
"Hemizonia congesta","2016",92,"Grass","C",41,31,15,71,0.483870967741935,1.45479168058665,1.3751567558586,1.98798512973834,0.577464788732394,283
"Hemizonia congesta","2016",98,"No Grass","C",49,28,6,71,0.214285714285714,1.45479168058665,1.3751567558586,1.98798512973834,0.690140845070423,284
"Hemizonia congesta","2017",56,"Grass","C",30,15,0,48,0,1.45479168058665,1.3751567558586,1.98798512973834,0.625,285
"Hemizonia congesta","2016",91,"Grass","D",50,31,17,71,0.548387096774194,1.45479168058665,1.3751567558586,1.98798512973834,0.704225352112676,286
"Hemizonia congesta","2016",92,"No Grass","C",66,27,9,71,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.929577464788732,287
"Hemizonia congesta","2017",96,"Grass","C",32,16,8,48,0.5,1.45479168058665,1.3751567558586,1.98798512973834,0.666666666666667,288
"Hemizonia congesta","2017",92,"Grass","C",35,16,7,48,0.4375,1.45479168058665,1.3751567558586,1.98798512973834,0.729166666666667,289
"Hemizonia congesta","2016",99,"Grass","D",28,24,11,71,0.458333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.394366197183099,290
"Hemizonia congesta","2017",23,"Grass","W",15,15,6,48,0.4,1.45479168058665,1.3751567558586,1.98798512973834,0.3125,291
"Hemizonia congesta","2017",82,"Grass","C",10,14,9,48,0.642857142857143,1.45479168058665,1.3751567558586,1.98798512973834,0.208333333333333,292
"Hemizonia congesta","2016",55,"No Grass","W",71,21,3,71,0.142857142857143,1.45479168058665,1.3751567558586,1.98798512973834,1,293
"Hemizonia congesta","2017",96,"No Grass","C",26,15,8,48,0.533333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.541666666666667,294
"Hemizonia congesta","2016",23,"Grass","W",52,25,13,71,0.52,1.45479168058665,1.3751567558586,1.98798512973834,0.732394366197183,295
"Hemizonia congesta","2017",50,"Grass","C",20,15,2,48,0.133333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.416666666666667,296
"Hemizonia congesta","2016",37,"Grass","W",53,21,6,71,0.285714285714286,1.45479168058665,1.3751567558586,1.98798512973834,0.746478873239437,297
"Hemizonia congesta","2016",29,"No Grass","W",31,24,5,71,0.208333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.436619718309859,298
"Hemizonia congesta","2017",37,"Grass","W",13,16,5,48,0.3125,1.45479168058665,1.3751567558586,1.98798512973834,0.270833333333333,299
"Hemizonia congesta","2017",18,"No Grass","C",18,15,9,48,0.6,1.45479168058665,1.3751567558586,1.98798512973834,0.375,300
"Hemizonia congesta","2016",96,"Grass","C",57,32,17,71,0.53125,1.45479168058665,1.3751567558586,1.98798512973834,0.802816901408451,301
"Hemizonia congesta","2017",98,"Grass","C",16,15,5,48,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.333333333333333,302
"Hemizonia congesta","2017",56,"No Grass","C",28,15,3,48,0.2,1.45479168058665,1.3751567558586,1.98798512973834,0.583333333333333,303
"Hemizonia congesta","2017",29,"Grass","W",13,15,9,48,0.6,1.45479168058665,1.3751567558586,1.98798512973834,0.270833333333333,304
"Hemizonia congesta","2016",5,"No Grass","W",47,23,3,71,0.130434782608696,1.45479168058665,1.3751567558586,1.98798512973834,0.661971830985915,305
"Hemizonia congesta","2017",17,"Grass","W",7,11,5,48,0.454545454545455,1.45479168058665,1.3751567558586,1.98798512973834,0.145833333333333,306
"Hemizonia congesta","2017",49,"No Grass","W",29,15,1,48,0.0666666666666667,1.45479168058665,1.3751567558586,1.98798512973834,0.604166666666667,307
"Hemizonia congesta","2017",98,"No Grass","C",12,15,9,48,0.6,1.45479168058665,1.3751567558586,1.98798512973834,0.25,308
"Hemizonia congesta","2016",83,"Grass","D",24,24,20,71,0.833333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.338028169014085,309
"Hemizonia congesta","2017",86,"No Grass","C",16,15,4,48,0.266666666666667,1.45479168058665,1.3751567558586,1.98798512973834,0.333333333333333,310
"Hemizonia congesta","2016",97,"Grass","D",54,22,6,71,0.272727272727273,1.45479168058665,1.3751567558586,1.98798512973834,0.76056338028169,311
"Hemizonia congesta","2016",56,"Grass","C",71,24,5,71,0.208333333333333,1.45479168058665,1.3751567558586,1.98798512973834,1,312
"Hemizonia congesta","2017",82,"No Grass","C",8,10,2,48,0.2,1.45479168058665,1.3751567558586,1.98798512973834,0.166666666666667,313
"Hemizonia congesta","2016",17,"Grass","W",22,21,11,71,0.523809523809524,1.45479168058665,1.3751567558586,1.98798512973834,0.309859154929577,314
"Hemizonia congesta","2016",19,"Grass","W",32,23,10,71,0.434782608695652,1.45479168058665,1.3751567558586,1.98798512973834,0.450704225352113,315
"Hemizonia congesta","2017",50,"No Grass","C",14,15,10,48,0.666666666666667,1.45479168058665,1.3751567558586,1.98798512973834,0.291666666666667,316
"Hemizonia congesta","2016",49,"Grass","W",71,23,6,71,0.260869565217391,1.45479168058665,1.3751567558586,1.98798512973834,1,317
"Hemizonia congesta","2017",92,"No Grass","C",45,15,6,48,0.4,1.45479168058665,1.3751567558586,1.98798512973834,0.9375,318
"Hemizonia congesta","2017",30,"No Grass","C",27,15,6,48,0.4,1.45479168058665,1.3751567558586,1.98798512973834,0.5625,319
"Hemizonia congesta","2016",30,"Grass","C",36,26,9,71,0.346153846153846,1.45479168058665,1.3751567558586,1.98798512973834,0.507042253521127,320
"Hemizonia congesta","2016",18,"No Grass","C",30,25,18,71,0.72,1.45479168058665,1.3751567558586,1.98798512973834,0.422535211267606,321
"Hemizonia congesta","2017",23,"No Grass","W",42,15,2,48,0.133333333333333,1.45479168058665,1.3751567558586,1.98798512973834,0.875,322
"Lasthenia californica","2016",84,"No Grass","C",7,7,0,54,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.12962962962963,323
"Lasthenia californica","2016",95,"No Grass","D",4,4,2,54,0.5,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0740740740740741,324
"Lasthenia californica","2017",19,"No Grass","W",37,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.37,325
"Lasthenia californica","2017",15,"Grass","W",78,17,2,100,0.117647058823529,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.78,326
"Lasthenia californica","2016",55,"No Grass","W",4,4,0,54,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0740740740740741,327
"Lasthenia californica","2016",55,"Grass","W",10,10,3,54,0.3,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.185185185185185,328
"Lasthenia californica","2016",97,"No Grass","D",4,4,1,54,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0740740740740741,329
"Lasthenia californica","2016",89,"No Grass","D",10,10,2,54,0.2,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.185185185185185,330
"Lasthenia californica","2016",30,"Grass","C",2,2,0,54,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.037037037037037,331
"Lasthenia californica","2016",15,"Grass","W",4,2,0,54,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0740740740740741,332
"Lasthenia californica","2016",30,"No Grass","C",3,3,2,54,0.666666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0555555555555556,333
"Lasthenia californica","2017",84,"Grass","C",64,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.64,334
"Lasthenia californica","2016",49,"Grass","W",13,13,5,54,0.384615384615385,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.240740740740741,335
"Lasthenia californica","2017",55,"Grass","W",20,15,1,100,0.0666666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.2,336
