"Species","Year","Plot","Subplot","Treat.Code","germ.tot","germ.proj","tot.mort","viable","p.mort","PC.G","PC.F","PC.s13","p.germ","obs"
"Lasthenia californica","2016",23,"Grass","W",6,6,2,54,0.333333333333333,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.111111111111111,337
"Lasthenia californica","2016",23,"No Grass","W",4,4,1,54,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0740740740740741,338
"Lasthenia californica","2017",23,"No Grass","W",51,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.51,339
"Lasthenia californica","2016",92,"No Grass","C",9,9,2,54,0.222222222222222,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.166666666666667,340
"Lasthenia californica","2016",5,"No Grass","W",5,5,2,54,0.4,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0925925925925926,341
"Lasthenia californica","2017",50,"No Grass","C",46,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.46,342
"Lasthenia californica","2016",83,"No Grass","D",7,7,4,54,0.571428571428571,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.12962962962963,343
"Lasthenia californica","2017",5,"No Grass","W",50,16,2,100,0.125,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.5,344
"Lasthenia californica","2016",96,"No Grass","C",7,7,1,54,0.142857142857143,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.12962962962963,345
"Lasthenia californica","2016",37,"No Grass","W",0,0,0,54,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691,0,346
"Lasthenia californica","2016",29,"Grass","W",2,2,2,54,1,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.037037037037037,347
"Lasthenia californica","2017",86,"No Grass","C",48,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.48,348
"Lasthenia californica","2017",18,"Grass","C",50,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.5,349
"Lasthenia californica","2016",50,"No Grass","C",7,7,1,54,0.142857142857143,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.12962962962963,350
"Lasthenia californica","2016",17,"No Grass","W",8,8,1,54,0.125,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.148148148148148,351
"Lasthenia californica","2016",49,"No Grass","W",10,10,3,54,0.3,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.185185185185185,352
"Lasthenia californica","2016",96,"Grass","C",3,3,0,54,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0555555555555556,353
"Lasthenia californica","2017",82,"No Grass","C",71,24,9,100,0.375,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.71,354
"Lasthenia californica","2017",37,"Grass","W",17,17,2,100,0.117647058823529,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.17,355
"Lasthenia californica","2017",17,"No Grass","W",99,15,1,100,0.0666666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.99,356
"Lasthenia californica","2017",96,"Grass","C",36,15,2,100,0.133333333333333,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.36,357
"Lasthenia californica","2016",93,"Grass","D",0,0,0,54,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691,0,358
"Lasthenia californica","2016",18,"No Grass","C",13,13,0,54,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.240740740740741,359
"Lasthenia californica","2017",92,"No Grass","C",48,16,3,100,0.1875,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.48,360
"Lasthenia californica","2016",81,"No Grass","D",7,7,0,54,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.12962962962963,361
"Lasthenia californica","2016",17,"Grass","W",5,5,1,54,0.2,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0925925925925926,362
"Lasthenia californica","2016",83,"Grass","D",4,4,2,54,0.5,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0740740740740741,363
"Lasthenia californica","2016",19,"Grass","W",8,8,4,54,0.5,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.148148148148148,364
"Lasthenia californica","2016",59,"No Grass","W",13,13,6,54,0.461538461538462,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.240740740740741,365
"Lasthenia californica","2017",56,"No Grass","C",35,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.35,366
"Lasthenia californica","2017",59,"No Grass","W",22,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.22,367
"Lasthenia californica","2016",82,"Grass","C",4,4,0,54,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0740740740740741,368
"Lasthenia californica","2017",92,"Grass","C",50,16,1,100,0.0625,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.5,369
"Lasthenia californica","2016",89,"Grass","D",20,20,6,54,0.3,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.37037037037037,370
"Lasthenia californica","2016",19,"No Grass","W",10,10,3,54,0.3,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.185185185185185,371
"Lasthenia californica","2016",59,"Grass","W",8,8,2,54,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.148148148148148,372
"Lasthenia californica","2017",98,"No Grass","C",25,15,4,100,0.266666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.25,373
"Lasthenia californica","2017",37,"No Grass","W",31,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.31,374
"Lasthenia californica","2016",98,"No Grass","C",8,8,2,54,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.148148148148148,375
"Lasthenia californica","2016",84,"Grass","C",0,0,0,54,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691,0,376
"Lasthenia californica","2016",93,"No Grass","D",5,5,5,54,1,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0925925925925926,377
"Lasthenia californica","2017",29,"No Grass","W",16,16,8,100,0.5,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.16,378
"Lasthenia californica","2017",56,"Grass","C",12,12,1,100,0.0833333333333333,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.12,379
"Lasthenia californica","2017",49,"Grass","W",26,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.26,380
"Lasthenia californica","2016",37,"Grass","W",0,0,0,54,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691,0,381
"Lasthenia californica","2017",18,"No Grass","C",99,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.99,382
"Lasthenia californica","2017",50,"Grass","C",29,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.29,383
"Lasthenia californica","2017",86,"Grass","C",85,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.85,384
"Lasthenia californica","2016",99,"No Grass","D",9,9,4,54,0.444444444444444,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.166666666666667,385
"Lasthenia californica","2016",56,"No Grass","C",11,11,2,54,0.181818181818182,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.203703703703704,386
"Lasthenia californica","2016",50,"Grass","C",10,9,6,54,0.666666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.185185185185185,387
"Lasthenia californica","2017",29,"Grass","W",28,17,5,100,0.294117647058824,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.28,388
"Lasthenia californica","2017",19,"Grass","W",65,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.65,389
"Lasthenia californica","2017",82,"Grass","C",48,16,4,100,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.48,390
"Lasthenia californica","2016",56,"Grass","C",4,4,1,54,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0740740740740741,391
"Lasthenia californica","2017",96,"No Grass","C",23,15,4,100,0.266666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.23,392
"Lasthenia californica","2017",5,"Grass","W",44,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.44,393
"Lasthenia californica","2016",91,"Grass","D",8,7,2,54,0.285714285714286,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.148148148148148,394
"Lasthenia californica","2016",5,"Grass","W",2,2,0,54,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.037037037037037,395
"Lasthenia californica","2016",15,"No Grass","W",6,6,2,54,0.333333333333333,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.111111111111111,396
"Lasthenia californica","2016",95,"Grass","D",8,8,3,54,0.375,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.148148148148148,397
"Lasthenia californica","2016",82,"No Grass","C",7,7,0,54,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.12962962962963,398
"Lasthenia californica","2016",81,"Grass","D",13,13,5,54,0.384615384615385,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.240740740740741,399
"Lasthenia californica","2017",49,"No Grass","W",24,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.24,400
"Lasthenia californica","2017",30,"No Grass","C",24,15,2,100,0.133333333333333,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.24,401
"Lasthenia californica","2016",98,"Grass","C",7,7,4,54,0.571428571428571,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.12962962962963,402
"Lasthenia californica","2017",23,"Grass","W",45,15,2,100,0.133333333333333,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.45,403
"Lasthenia californica","2017",17,"Grass","W",54,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.54,404
"Lasthenia californica","2017",84,"No Grass","C",56,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.56,405
"Lasthenia californica","2016",18,"Grass","C",9,9,4,54,0.444444444444444,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.166666666666667,406
"Lasthenia californica","2016",92,"Grass","C",14,11,1,54,0.0909090909090909,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.259259259259259,407
"Lasthenia californica","2017",30,"Grass","C",28,18,3,100,0.166666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.28,408
"Lasthenia californica","2017",55,"No Grass","W",18,16,1,100,0.0625,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.18,409
"Lasthenia californica","2017",98,"Grass","C",22,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.22,410
"Lasthenia californica","2017",15,"No Grass","W",30,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.3,411
"Lasthenia californica","2017",59,"Grass","W",39,15,0,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.39,412
"Lasthenia californica","2016",91,"No Grass","D",17,17,3,54,0.176470588235294,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.314814814814815,413
"Lasthenia californica","2016",97,"Grass","D",6,6,5,54,0.833333333333333,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.111111111111111,414
"Lasthenia californica","2016",29,"No Grass","W",4,4,0,54,0,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.0740740740740741,415
"Lasthenia californica","2016",99,"Grass","D",2,2,2,54,1,-2.17672412206952,-1.63466778080532,-1.13506247561691,0.037037037037037,416
"Plantago erecta","2016",5,"Grass","W",54,28,1,84,0.0357142857142857,0.102902256973463,-1.01453268637674,0.0861268277326971,0.642857142857143,417
"Plantago erecta","2016",56,"Grass","C",37,22,1,84,0.0454545454545455,0.102902256973463,-1.01453268637674,0.0861268277326971,0.44047619047619,418
"Plantago erecta","2016",97,"Grass","D",38,28,8,84,0.285714285714286,0.102902256973463,-1.01453268637674,0.0861268277326971,0.452380952380952,419
"Plantago erecta","2016",37,"Grass","W",84,25,4,84,0.16,0.102902256973463,-1.01453268637674,0.0861268277326971,1,420
"Plantago erecta","2017",82,"No Grass","C",21,20,12,99,0.6,0.102902256973463,-1.01453268637674,0.0861268277326971,0.212121212121212,421
"Plantago erecta","2016",83,"No Grass","D",18,15,2,84,0.133333333333333,0.102902256973463,-1.01453268637674,0.0861268277326971,0.214285714285714,422
"Plantago erecta","2016",97,"No Grass","D",45,24,5,84,0.208333333333333,0.102902256973463,-1.01453268637674,0.0861268277326971,0.535714285714286,423
"Plantago erecta","2016",56,"No Grass","C",37,24,5,84,0.208333333333333,0.102902256973463,-1.01453268637674,0.0861268277326971,0.44047619047619,424
"Plantago erecta","2016",98,"Grass","C",55,26,5,84,0.192307692307692,0.102902256973463,-1.01453268637674,0.0861268277326971,0.654761904761905,425
"Plantago erecta","2016",5,"No Grass","W",31,25,3,84,0.12,0.102902256973463,-1.01453268637674,0.0861268277326971,0.369047619047619,426
"Plantago erecta","2016",49,"Grass","W",43,25,4,84,0.16,0.102902256973463,-1.01453268637674,0.0861268277326971,0.511904761904762,427
"Plantago erecta","2016",93,"Grass","D",84,28,6,84,0.214285714285714,0.102902256973463,-1.01453268637674,0.0861268277326971,1,428
"Plantago erecta","2016",15,"Grass","W",34,27,6,84,0.222222222222222,0.102902256973463,-1.01453268637674,0.0861268277326971,0.404761904761905,429
"Plantago erecta","2016",23,"Grass","W",64,31,5,84,0.161290322580645,0.102902256973463,-1.01453268637674,0.0861268277326971,0.761904761904762,430
"Plantago erecta","2017",17,"Grass","W",45,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.454545454545455,431
"Plantago erecta","2017",49,"Grass","W",65,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.656565656565657,432
"Plantago erecta","2016",15,"No Grass","W",69,37,5,84,0.135135135135135,0.102902256973463,-1.01453268637674,0.0861268277326971,0.821428571428571,433
"Plantago erecta","2016",59,"No Grass","W",42,29,9,84,0.310344827586207,0.102902256973463,-1.01453268637674,0.0861268277326971,0.5,434
"Plantago erecta","2016",23,"No Grass","W",75,25,0,84,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.892857142857143,435
"Plantago erecta","2016",81,"Grass","D",42,27,3,84,0.111111111111111,0.102902256973463,-1.01453268637674,0.0861268277326971,0.5,436
"Plantago erecta","2016",50,"Grass","C",29,20,0,84,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.345238095238095,437
"Plantago erecta","2016",99,"Grass","D",29,22,2,84,0.0909090909090909,0.102902256973463,-1.01453268637674,0.0861268277326971,0.345238095238095,438
"Plantago erecta","2017",98,"No Grass","C",81,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.818181818181818,439
"Plantago erecta","2016",17,"Grass","W",56,27,5,84,0.185185185185185,0.102902256973463,-1.01453268637674,0.0861268277326971,0.666666666666667,440
"Plantago erecta","2016",81,"No Grass","D",56,34,7,84,0.205882352941176,0.102902256973463,-1.01453268637674,0.0861268277326971,0.666666666666667,441
"Plantago erecta","2016",99,"No Grass","D",45,23,4,84,0.173913043478261,0.102902256973463,-1.01453268637674,0.0861268277326971,0.535714285714286,442
"Plantago erecta","2017",49,"No Grass","W",77,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.777777777777778,443
"Plantago erecta","2017",18,"Grass","C",45,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.454545454545455,444
"Plantago erecta","2016",29,"No Grass","W",55,26,3,84,0.115384615384615,0.102902256973463,-1.01453268637674,0.0861268277326971,0.654761904761905,445
"Plantago erecta","2016",17,"No Grass","W",37,27,13,84,0.481481481481481,0.102902256973463,-1.01453268637674,0.0861268277326971,0.44047619047619,446
"Plantago erecta","2016",82,"Grass","C",78,35,10,84,0.285714285714286,0.102902256973463,-1.01453268637674,0.0861268277326971,0.928571428571429,447
"Plantago erecta","2017",29,"No Grass","W",86,15,1,99,0.0666666666666667,0.102902256973463,-1.01453268637674,0.0861268277326971,0.868686868686869,448
"Plantago erecta","2016",18,"Grass","C",21,18,7,84,0.388888888888889,0.102902256973463,-1.01453268637674,0.0861268277326971,0.25,449
"Plantago erecta","2016",30,"Grass","C",84,27,0,84,0,0.102902256973463,-1.01453268637674,0.0861268277326971,1,450
"Plantago erecta","2017",92,"Grass","C",50,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.505050505050505,451
"Plantago erecta","2016",82,"No Grass","C",50,34,15,84,0.441176470588235,0.102902256973463,-1.01453268637674,0.0861268277326971,0.595238095238095,452
"Plantago erecta","2016",18,"No Grass","C",23,19,8,84,0.421052631578947,0.102902256973463,-1.01453268637674,0.0861268277326971,0.273809523809524,453
"Plantago erecta","2017",19,"Grass","W",67,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.676767676767677,454
"Plantago erecta","2017",5,"No Grass","W",65,16,1,99,0.0625,0.102902256973463,-1.01453268637674,0.0861268277326971,0.656565656565657,455
"Plantago erecta","2017",55,"Grass","W",67,15,1,99,0.0666666666666667,0.102902256973463,-1.01453268637674,0.0861268277326971,0.676767676767677,456
"Plantago erecta","2016",19,"Grass","W",60,22,2,84,0.0909090909090909,0.102902256973463,-1.01453268637674,0.0861268277326971,0.714285714285714,457
"Plantago erecta","2016",83,"Grass","D",40,26,3,84,0.115384615384615,0.102902256973463,-1.01453268637674,0.0861268277326971,0.476190476190476,458
"Plantago erecta","2016",84,"No Grass","C",49,28,4,84,0.142857142857143,0.102902256973463,-1.01453268637674,0.0861268277326971,0.583333333333333,459
"Plantago erecta","2017",59,"No Grass","W",67,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.676767676767677,460
"Plantago erecta","2017",98,"Grass","C",99,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,1,461
"Plantago erecta","2017",19,"No Grass","W",78,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.787878787878788,462
"Plantago erecta","2017",15,"No Grass","W",89,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.898989898989899,463
"Plantago erecta","2017",37,"Grass","W",65,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.656565656565657,464
"Plantago erecta","2017",55,"No Grass","W",68,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.686868686868687,465
"Plantago erecta","2016",19,"No Grass","W",81,30,10,84,0.333333333333333,0.102902256973463,-1.01453268637674,0.0861268277326971,0.964285714285714,466
"Plantago erecta","2017",37,"No Grass","W",74,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.747474747474748,467
"Plantago erecta","2016",89,"No Grass","D",50,26,6,84,0.230769230769231,0.102902256973463,-1.01453268637674,0.0861268277326971,0.595238095238095,468
"Plantago erecta","2016",84,"Grass","C",24,20,2,84,0.1,0.102902256973463,-1.01453268637674,0.0861268277326971,0.285714285714286,469
"Plantago erecta","2016",59,"Grass","W",52,21,1,84,0.0476190476190476,0.102902256973463,-1.01453268637674,0.0861268277326971,0.619047619047619,470
"Plantago erecta","2017",23,"No Grass","W",87,15,1,99,0.0666666666666667,0.102902256973463,-1.01453268637674,0.0861268277326971,0.878787878787879,471
"Plantago erecta","2017",59,"Grass","W",76,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.767676767676768,472
"Plantago erecta","2017",84,"No Grass","C",69,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.696969696969697,473
"Plantago erecta","2017",5,"Grass","W",75,15,2,99,0.133333333333333,0.102902256973463,-1.01453268637674,0.0861268277326971,0.757575757575758,474
"Plantago erecta","2016",93,"No Grass","D",61,19,2,84,0.105263157894737,0.102902256973463,-1.01453268637674,0.0861268277326971,0.726190476190476,475
"Plantago erecta","2016",49,"No Grass","W",35,25,4,84,0.16,0.102902256973463,-1.01453268637674,0.0861268277326971,0.416666666666667,476
"Plantago erecta","2016",96,"Grass","C",38,27,6,84,0.222222222222222,0.102902256973463,-1.01453268637674,0.0861268277326971,0.452380952380952,477
"Plantago erecta","2016",89,"Grass","D",80,23,1,84,0.0434782608695652,0.102902256973463,-1.01453268637674,0.0861268277326971,0.952380952380952,478
"Plantago erecta","2016",29,"Grass","W",56,21,0,84,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.666666666666667,479
"Plantago erecta","2016",95,"Grass","D",44,25,4,84,0.16,0.102902256973463,-1.01453268637674,0.0861268277326971,0.523809523809524,480
"Plantago erecta","2016",96,"No Grass","C",32,22,2,84,0.0909090909090909,0.102902256973463,-1.01453268637674,0.0861268277326971,0.380952380952381,481
"Plantago erecta","2016",30,"No Grass","C",53,25,1,84,0.04,0.102902256973463,-1.01453268637674,0.0861268277326971,0.630952380952381,482
"Plantago erecta","2016",95,"No Grass","D",54,25,4,84,0.16,0.102902256973463,-1.01453268637674,0.0861268277326971,0.642857142857143,483
"Plantago erecta","2017",30,"No Grass","C",99,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,1,484
"Plantago erecta","2017",92,"No Grass","C",72,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.727272727272727,485
"Plantago erecta","2017",82,"Grass","C",87,18,4,99,0.222222222222222,0.102902256973463,-1.01453268637674,0.0861268277326971,0.878787878787879,486
"Plantago erecta","2016",50,"No Grass","C",31,22,3,84,0.136363636363636,0.102902256973463,-1.01453268637674,0.0861268277326971,0.369047619047619,487
"Plantago erecta","2017",50,"Grass","C",61,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.616161616161616,488
"Plantago erecta","2016",91,"Grass","D",66,31,12,84,0.387096774193548,0.102902256973463,-1.01453268637674,0.0861268277326971,0.785714285714286,489
"Plantago erecta","2017",15,"Grass","W",89,15,1,99,0.0666666666666667,0.102902256973463,-1.01453268637674,0.0861268277326971,0.898989898989899,490
"Plantago erecta","2017",86,"Grass","C",77,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.777777777777778,491
"Plantago erecta","2017",18,"No Grass","C",41,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.414141414141414,492
"Plantago erecta","2016",91,"No Grass","D",66,32,16,84,0.5,0.102902256973463,-1.01453268637674,0.0861268277326971,0.785714285714286,493
"Plantago erecta","2017",84,"Grass","C",72,15,1,99,0.0666666666666667,0.102902256973463,-1.01453268637674,0.0861268277326971,0.727272727272727,494
"Plantago erecta","2016",55,"Grass","W",36,22,1,84,0.0454545454545455,0.102902256973463,-1.01453268637674,0.0861268277326971,0.428571428571429,495
"Plantago erecta","2016",92,"Grass","C",65,27,5,84,0.185185185185185,0.102902256973463,-1.01453268637674,0.0861268277326971,0.773809523809524,496
"Plantago erecta","2016",55,"No Grass","W",33,23,3,84,0.130434782608696,0.102902256973463,-1.01453268637674,0.0861268277326971,0.392857142857143,497
"Plantago erecta","2017",56,"Grass","C",60,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.606060606060606,498
"Plantago erecta","2017",56,"No Grass","C",96,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.96969696969697,499
"Plantago erecta","2016",92,"No Grass","C",62,21,3,84,0.142857142857143,0.102902256973463,-1.01453268637674,0.0861268277326971,0.738095238095238,500
"Plantago erecta","2017",86,"No Grass","C",74,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.747474747474748,501
"Plantago erecta","2016",98,"No Grass","C",42,21,2,84,0.0952380952380952,0.102902256973463,-1.01453268637674,0.0861268277326971,0.5,502
"Plantago erecta","2017",50,"No Grass","C",99,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,1,503
"Plantago erecta","2017",96,"Grass","C",67,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.676767676767677,504
"Plantago erecta","2016",37,"No Grass","W",47,25,6,84,0.24,0.102902256973463,-1.01453268637674,0.0861268277326971,0.55952380952381,505
"Plantago erecta","2017",96,"No Grass","C",81,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.818181818181818,506
"Plantago erecta","2017",17,"No Grass","W",59,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.595959595959596,507
"Plantago erecta","2017",23,"Grass","W",99,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,1,508
"Plantago erecta","2017",29,"Grass","W",81,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.818181818181818,509
"Plantago erecta","2017",30,"Grass","C",86,15,0,99,0,0.102902256973463,-1.01453268637674,0.0861268277326971,0.868686868686869,510
